Sentiment,Magnitude,DJIA,NASDAQComp,S&P500,SPXL,SPXS,DateTime,FaultyLinks,CommentsAnalyzed
-0.20000000298023224,152.89999389648438,31458.4,14095.47,3934.83,81.0181,33.98,2021-02-12 17:00:07.880850,0,248
-0.30000001192092896,161.5,31458.4,14095.47,3934.83,81.0181,33.98,2021-02-12 17:30:09.672132,0,260
-0.20000000298023224,176.39999389648438,31458.4,14095.47,3934.83,81.0181,33.98,2021-02-12 18:00:08.407081,0,280
-0.30000001192092896,141.39999389648438,31458.4,14095.47,3934.83,81.0181,33.98,2021-02-12 18:30:10.124333,0,225
-0.30000001192092896,182.60000610351562,31458.4,14095.47,3934.83,81.0181,33.98,2021-02-12 19:00:08.555821,0,287
-0.20000000298023224,146.60000610351562,31458.4,14095.47,3934.83,81.0181,33.98,2021-02-12 19:30:08.054293,0,234
-0.30000001192092896,140.89999389648438,31458.4,14095.47,3934.83,81.0181,33.98,2021-02-12 20:00:16.923865,0,220
-0.20000000298023224,154.5,31458.4,14095.47,3934.83,81.0181,33.98,2021-02-12 20:30:07.958803,0,228
-,-,-,-,-,-,-,-,-,
-0.20000000298023224,151.1999969482422,31458.4,14095.47,3934.83,2021-02-16 04:00:10.790969,0,220
-0.20000000298023224,131.6999969482422,31458.4,14095.47,3934.83,2021-02-16 04:30:08.093657,0,220
-0.20000000298023224,131.1999969482422,31458.4,14095.47,3934.83,2021-02-16 05:00:08.144673,0,201
-0.20000000298023224,136.89999389648438,31458.4,14095.47,3934.83,2021-02-16 05:30:07.827304,0,205
-0.20000000298023224,140.5,31458.4,14095.47,3934.83,2021-02-16 06:00:09.135777,0,210
-0.20000000298023224,129.5,31458.4,14095.47,3934.83,2021-02-16 06:30:08.636360,0,190
-0.20000000298023224,119.0,31458.4,14095.47,3934.83,2021-02-16 07:00:07.248684,0,193
-0.30000001192092896,128.5,31458.4,14095.47,3934.83,2021-02-16 07:30:08.046740,0,233
-0.30000001192092896,127.5,31458.4,14095.47,3934.83,2021-02-16 08:00:09.423181,0,208
-0.20000000298023224,159.39999389648438,31458.4,14095.47,3934.83,2021-02-16 08:30:08.212939,0,246
-0.20000000298023224,159.60000610351562,31458.4,14095.47,3934.83,2021-02-16 09:00:09.764633,0,249
-0.30000001192092896,154.0,31458.4,14095.47,3934.83,2021-02-16 09:30:07.795881,0,260
-0.20000000298023224,166.39999389648438,31550.23,14148.72,3946.69,2021-02-16 10:00:07.869432,0,260
-0.30000001192092896,144.10000610351562,31572.94,14148.03,3945.07,2021-02-16 10:30:08.888702,0,260
-0.30000001192092896,167.0,31522.72,14123.08,3935.85,2021-02-16 11:00:07.132440,0,260
-0.30000001192092896,161.5,31498.73,14088.75,3938.14,2021-02-16 11:30:08.778883,0,260
-0.30000001192092896,140.8000030517578,31474.48,14050.2,3929.58,2021-02-16 12:00:07.712004,0,260
-0.20000000298023224,162.39999389648438,31537.03,14054.08,3936.74,2021-02-16 12:30:08.036640,0,260
-0.20000000298023224,160.3000030517578,31532.69,14050.61,3936.59,2021-02-16 13:00:23.499663,0,260
-0.20000000298023224,159.3000030517578,31542.72,14071.74,3936.48,2021-02-16 13:30:07.211783,0,260
-0.20000000298023224,160.10000610351562,31526.89,14044.82,3934.24,2021-02-16 14:00:07.403677,0,260
-0.20000000298023224,141.39999389648438,31558.25,14067.69,3939.48,2021-02-16 14:30:07.643758,0,260
-0.20000000298023224,161.1999969482422,31538.43,14054.73,3936.96,2021-02-16 15:00:08.210509,0,260
-0.20000000298023224,167.39999389648438,31531.99,14055.49,3936.48,2021-02-16 15:30:07.753533,0,260
-0.30000001192092896,174.0,31531.18,14049.18,3932.24,2021-02-16 16:00:08.888670,0,280
-0.30000001192092896,165.10000610351562,31522.75,14047.5,3932.59,2021-02-16 16:30:08.654871,0,289
-0.20000000298023224,167.5,31522.75,14047.5,3932.59,2021-02-16 17:00:07.801584,0,286
-0.30000001192092896,159.89999389648438,31522.75,14047.5,3932.59,2021-02-16 17:30:08.096885,0,270
-0.30000001192092896,175.10000610351562,31522.75,14047.5,3932.59,2021-02-16 18:00:07.588770,0,296
-0.30000001192092896,176.60000610351562,31522.75,14047.5,3932.59,2021-02-16 18:30:09.183334,0,285
-0.20000000298023224,179.5,31522.75,14047.5,3932.59,2021-02-16 19:00:09.531744,0,300
-0.30000001192092896,172.3000030517578,31522.75,14047.5,3932.59,2021-02-16 19:30:08.124177,0,280
